agr_name;agr_participant;agr_inst_tag;cri_inst_name_all;cri_inst_id;edvarda_participant_id;publisher_standard_name;agr_name_edvarda;agr_date_start;agr_date_end;agr_date_updated
oupj;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges Bank;nbank;NA;NA;15472;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu_194;Norges teknisk-naturvitenskapelige universitet;194;15507;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Sykehuset Østfold;ostfsyk;Sykehuset Østfold HF;1983;15510;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_185;Universitetet i Oslo;185;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_5737;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_5737;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_7502;Folkehelseinstituttet;7502;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiO : Universitetsbiblioteket;uio_7502;Folkehelseinstituttet;7502;15550;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Universitetet i Bergen;uib_184;Universitetet i Bergen;184;15549;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
oupj;Vestre Viken HF;vvhf;Vestre Viken HF;2017;15559;Oxford University Press;OUPJ 2025-2027;2025-01-01;2027-12-31;2025-02-24
sage;Akershus Universitetssykehus;ahus;Akershus universitetssykehus HF;1972;15346;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Barne-, ungdoms- og familiedirektoratet;bufdir;NA;NA;15356;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Bergen Global, Chr. Michelsens Institutt;cmi;Chr. Michelsen Institute;7416;15355;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Dronning Mauds Minne Høgskole For Barnehagelærerutdanning;dmmh;Dronning Mauds Minne Høgskole for barnehagelærerutdanning;253;15360;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Forskningsstiftelsen Fafo;fafo;NA;NA;15362;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Forsvarets Høgskole;fhs;Forsvarets høgskole;1627;15420;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Forsvarets forskningsinstitutt;ffi;Forsvarets forskningsinstitutt;7428;15418;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk_1615;Høyskolen Kristiania;1615;15444;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Institutt For Fredsforskning;prio;PRIO - Institutt for fredsforskning;7435;15516;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Lovisenberg Diakonale Høgskole;ldh;Lovisenberg diakonale høgskole;230;15464;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;nkvts;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;51035;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;NTNU Samfunnsforskning AS;ntnusam;NTNU Samfunnsforskning AS;7403;51037;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Nofima;nofima;NOFIMA;7543;15496;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Nord Universitet;nord;Nord universitet;204;15499;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Nordlandsforskning;nf;Nordlandsforskning;7446;15474;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norsk institutt for kulturminneforskning;niku;Norsk institutt for kulturminneforskning;7530;15486;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Oslo Nye Høyskole;onh;Oslo Nye Høyskole;1620;51024;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Regionsenter for barn og unges psykiske helse, helseregion Øst og Sør;rbupos;RBUP Øst og Sør;7539;15519;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Riksrevisjonen;riksrevisjonen;NA;NA;15522;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;SINTEF AS;sintef;SINTEF AS;7401;15526;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Statped;statped;NA;NA;15539;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Sykehusbygg HF;sykehusbygg;NA;NA;51038;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Sørlandet Sykehus HF;sshf;Sørlandet sykehus HF;1965;15536;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;UIO: Universitetsbiblioteket (OUS-avtaler);ous;Oslo universitetssykehus HF;2012;15511;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet I Stavanger;uis_1938;Helse Stavanger HF - Stavanger universitetssjukehus;1938;15551;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet i Agder;uia;Universitetet i Agder;201;15548;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Universitetet i Innlandet;inn;Universitetet i Innlandet;209;15428;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Vestlandsforsking;vf;Vestlandsforsking;7484;24138;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
sage;Vestre Viken HF;vvhf;Vestre Viken HF;2017;15559;SAGE;Sage 2025-2026;2025-01-01;2026-12-31;2025-02-25
springer;Diakonhjemmet Sykehus. Medisinsk Bibliotek;diakonsyk;Diakonhjemmet sykehus;1990;15359;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;GRID-Arendal;grida;NA;NA;51025;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Institutt for energiteknikk;ife;Institutt for energiteknikk;7492;15451;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;MF Vitenskapelig Høyskole For Teologi, Religion Og Samfunn;mf;MF vitenskapelig høyskole for teologi, religion og samfunn;190;15469;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Meteorologisk institutt;met;Meteorologisk institutt;7419;15468;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NILU;nilu;NILU;7460;15488;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;nkvts;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;51035;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NTNU Samfunnsforskning AS;ntnusam;NTNU Samfunnsforskning AS;7403;51037;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Nofima;nofima;NOFIMA;7543;15496;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Nord Universitet;nord;Nord universitet;204;15499;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Nordlandsforskning;nf;Nordlandsforskning;7446;15474;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges Handelshøyskole;nhh;Norges Handelshøyskole;191;15480;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norsk Polarinstitutt;npolar;Norsk Polarinstitutt;7466;15502;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Oslo Nye Høyskole;onh;Oslo Nye Høyskole;1620;51024;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;SINTEF AS;sintef;SINTEF AS;7401;15526;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Statens Arbeidsmiljøinstitutt;stami;Statens arbeidsmiljøinstitutt;7476;15537;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Statistisk Sentralbyrå;ssb;Statistisk sentralbyrå;5932;15535;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Sykehuset Telemark HF;sthf;Sykehuset Telemark HF;1959;51030;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Sykehuset i Vestfold;siv;Sykehuset i Vestfold HF;1958;15529;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Sykehuset Østfold;ostfsyk;Sykehuset Østfold HF;1983;15510;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Sørlandet Sykehus HF;sshf;Sørlandet sykehus HF;1965;15536;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Transportøkonomisk institutt;toei;Transportøkonomisk institutt;7482;15544;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiO : Universitetsbiblioteket;uio_5737;Kreftregisteret - Institutt for populasjonsbasert kreftforskning;5737;15550;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiO : Universitetsbiblioteket;uio_7502;Folkehelseinstituttet;7502;15550;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet I Stavanger;uis_1938;Helse Stavanger HF - Stavanger universitetssjukehus;1938;15551;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet i Agder;uia;Universitetet i Agder;201;15548;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetet i Innlandet;inn;Universitetet i Innlandet;209;15428;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Utdanningsdirektoratet;udir;NA;NA;15546;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Vestlandsforsking;vf;Vestlandsforsking;7484;24138;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer;Vestre Viken HF;vvhf;Vestre Viken HF;2017;15559;SpringerNature;Springer Compact 2025-2027;2025-01-01;2027-12-31;2025-02-24
springer_open;Akershus Universitetssykehus;ahus;Akershus universitetssykehus HF;1972;15346;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Folkehelseinstituttet;fhi;Folkehelseinstituttet;7502;15419;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;MF Vitenskapelig Høyskole For Teologi, Religion Og Samfunn;mf;MF vitenskapelig høyskole for teologi, religion og samfunn;190;15469;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;NILU;nilu;NILU;7460;15488;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Nofima;nofima;NOFIMA;7543;15496;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Nord Universitet;nord;Nord universitet;204;15499;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Nordisk institutt for studier av innovasjon, forskning og utdanning;nifu;NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning;7463;15484;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
springer_open;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;SpringerOpen;SpringerNature Open 2025;2025-01-01;2025-12-31;2025-02-24
